Scheme Code,Scheme Name,Fund House,Category,Latest_NAV,Return_1Y,Return_3Y,Return_5Y,Expense_Ratio,Risk_Level,AUM_Cr
147987,Franklin India Dynamic Accrual Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan,Franklin Templeton Mutual Fund,Open Ended Schemes,0.0,6.35,31.44,133.28,0.53,Moderate,18141.46
148309,Franklin India Dynamic Accrual Fund- Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - IDCW,Franklin Templeton Mutual Fund,Open Ended Schemes,0.0,29.74,40.25,91.72,2.02,Moderate,14825.25
100499,Franklin India Dynamic Accrual Fund-Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,94.788,12.66,35.0,82.21,1.13,High,14462.4
147986,Franklin India Dynamic Accrual Fund-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct IDCW,Franklin Templeton Mutual Fund,Open Ended Schemes,0.0,-0.63,25.28,136.33,2.3,Moderate,41106.52
148310,Franklin India Dynamic Accrual Fund-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct IDCW,Franklin Templeton Mutual Fund,Open Ended Schemes,0.0,23.28,62.25,112.63,1.42,High,28234.92
145589,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund) - Direct Plan - Growth option,Groww Mutual Fund,Open Ended Schemes,1570.6653,29.7,12.61,133.95,0.77,Low,33610.29
145590,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund) - Regular Plan - Growth option,Groww Mutual Fund,Open Ended Schemes,1492.2036,5.33,14.69,82.28,1.48,High,24578.04
145596,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option ( Reinvestment),Groww Mutual Fund,Open Ended Schemes,1019.7275,0.46,58.23,84.29,2.23,Moderate,33225.04
145595,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund)- Direct Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Groww Mutual Fund,Open Ended Schemes,1021.531,-0.44,51.83,74.36,1.1,High,24885.48
145591,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Groww Mutual Fund,Open Ended Schemes,1012.5362,20.74,6.78,96.67,0.6,High,15557.07
145597,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund)- Direct Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Groww Mutual Fund,Open Ended Schemes,1018.3551,31.52,48.7,97.68,0.27,Low,41834.94
145593,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option ( Reinvestment),Groww Mutual Fund,Open Ended Schemes,1022.3344,30.31,52.94,27.14,1.68,Moderate,24320.44
145598,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund)- Regular Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Groww Mutual Fund,Open Ended Schemes,1018.7791,-4.79,53.56,93.53,0.32,Low,30788.02
145592,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Groww Mutual Fund,Open Ended Schemes,1013.0813,13.5,12.11,34.34,1.56,High,34446.07
145594,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund)- Regular Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Groww Mutual Fund,Open Ended Schemes,1018.347,5.43,15.6,98.65,0.27,High,30380.88
101872,HDFC Dynamic Debt Fund - Growth Option,HDFC Mutual Fund,Open Ended Schemes,92.9364,16.72,47.3,70.69,1.13,High,29342.0
119075,HDFC Dynamic Debt Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,103.2793,14.96,20.51,93.0,2.47,Moderate,15671.48
119072,HDFC Dynamic Debt Fund - Half Yearly IDCW - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,14.0162,32.12,59.88,74.27,0.7,Moderate,49312.99
101874,HDFC Dynamic Debt Fund - Half Yearly IDCW Option,HDFC Mutual Fund,Open Ended Schemes,11.9136,19.78,20.05,35.34,1.66,High,40543.27
133369,HDFC Dynamic Debt Fund - Normal IDCW - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,21.7461,13.62,44.88,136.19,0.48,Low,15714.9
133370,HDFC Dynamic Debt Fund - Normal IDCW Option,HDFC Mutual Fund,Open Ended Schemes,19.9105,20.95,40.62,127.8,1.61,Moderate,22251.06
119073,HDFC Dynamic Debt Fund - Quarterly IDCW - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,14.2301,14.81,7.39,11.19,1.84,Low,49925.9
101873,HDFC Dynamic Debt Fund - Quarterly IDCW Option,HDFC Mutual Fund,Open Ended Schemes,12.7151,34.06,22.2,11.56,0.63,Moderate,9315.39
119074,HDFC Dynamic Debt Fund - Yearly IDCW - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,15.399,-7.62,61.61,128.98,2.0,Low,44805.9
101875,HDFC Dynamic Debt Fund - Yearly IDCW Option,HDFC Mutual Fund,Open Ended Schemes,13.7554,12.1,22.11,113.18,2.5,Low,44657.49
151088,HSBC Dynamic Bond Fund - Direct Annual IDCW,HSBC Mutual Fund,Open Ended Schemes,10.8241,3.91,70.67,96.78,1.27,Moderate,26725.69
151087,HSBC Dynamic Bond Fund - Direct Growth,HSBC Mutual Fund,Open Ended Schemes,33.4382,8.94,44.67,49.82,2.22,High,7294.37
151086,HSBC Dynamic Bond Fund - Direct Monthly IDCW,HSBC Mutual Fund,Open Ended Schemes,12.7363,6.71,49.06,140.92,2.05,High,10425.86
151089,HSBC Dynamic Bond Fund - Regular Annual IDCW,HSBC Mutual Fund,Open Ended Schemes,10.2732,2.67,69.99,116.52,2.11,Moderate,33320.74
151084,HSBC Dynamic Bond Fund - Regular Growth,HSBC Mutual Fund,Open Ended Schemes,30.7334,22.28,16.18,123.81,2.4,High,29806.24
151085,HSBC Dynamic Bond Fund - Regular Monthly IDCW,HSBC Mutual Fund,Open Ended Schemes,10.6942,17.22,25.74,81.47,2.32,Moderate,10551.48
113218,ICICI Prudential All Seasons Bond Fund - Annual IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes,11.4925,28.51,52.59,80.55,1.29,Moderate,49576.68
130937,ICICI Prudential All Seasons Bond Fund - Bonus,ICICI Prudential Mutual Fund,Open Ended Schemes,17.0248,4.25,45.19,123.03,2.08,Low,38505.99
120601,ICICI Prudential All Seasons Bond Fund - Direct Plan - Annual IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes,11.5206,-0.37,20.63,120.07,1.16,High,32797.01
120603,ICICI Prudential All Seasons Bond Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,42.4431,20.45,69.26,141.16,1.09,High,32065.68
120600,ICICI Prudential All Seasons Bond Fund - Direct Plan - IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes,27.5426,-2.85,15.68,71.08,1.96,Moderate,42171.51
120602,ICICI Prudential All Seasons Bond Fund - Direct Plan - Quarterly IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes,12.3516,10.13,36.27,93.95,0.25,High,18163.42
120604,ICICI Prudential All Seasons Bond Fund - Direct Plan - Weekly IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes,10.6421,17.43,56.26,118.2,1.17,High,2603.54
130938,ICICI Prudential All Seasons Bond Fund - Direct Plan Bonus,ICICI Prudential Mutual Fund,Open Ended Schemes,17.8505,22.27,19.63,132.97,1.76,Moderate,34167.15
112096,ICICI Prudential All Seasons Bond Fund - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,39.0287,-4.4,40.39,117.66,2.06,Very High,24519.5
112097,ICICI Prudential All Seasons Bond Fund - IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes,24.2702,17.33,5.63,114.62,1.32,Moderate,784.7
112094,ICICI Prudential All Seasons Bond Fund - Premium Growth Option,ICICI Prudential Mutual Fund,Open Ended Schemes,25.7538,16.31,40.21,49.81,1.76,High,48788.74
113403,ICICI Prudential All Seasons Bond Fund - Quarterly IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes,12.0201,3.02,50.51,16.64,2.06,Moderate,40478.17
101351,ICICI Prudential All Seasons Bond Fund - Weekly IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes,11.0586,20.96,73.71,37.33,0.94,Moderate,17976.09
113220,ICICI Prudential All Seasons Bond Fund Retail - Annual Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,10.8538,-7.4,30.84,11.13,1.92,Low,23510.88
101350,ICICI Prudential All Seasons Bond Fund Retail - Cumulative,ICICI Prudential Mutual Fund,Open Ended Schemes,49.3216,33.19,52.66,142.98,0.55,Moderate,21358.56
113417,ICICI Prudential All Seasons Bond Fund Retail - Quarterly Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,11.6831,4.42,27.48,142.0,2.47,Very High,14045.64
149030,ITI Dynamic Bond Fund - Direct Plan - Annually IDCW Option,ITI Mutual Fund,Open Ended Schemes,13.5362,5.56,17.59,138.52,2.23,Moderate,42731.05
149029,ITI Dynamic Bond Fund - Direct Plan - Growth Option,ITI Mutual Fund,Open Ended Schemes,13.5364,21.08,64.17,80.31,0.73,Low,20932.72
149028,ITI Dynamic Bond Fund - Direct Plan - Half Yearly IDCW Option,ITI Mutual Fund,Open Ended Schemes,11.2528,22.42,14.69,45.49,1.56,Moderate,39906.68
149023,ITI Dynamic Bond Fund - Direct Plan - Monthly IDCWOption,ITI Mutual Fund,Open Ended Schemes,10.186,15.01,35.53,52.11,2.35,Very High,3722.9
149025,ITI Dynamic Bond Fund - Direct Plan - Quarterly IDCW Option,ITI Mutual Fund,Open Ended Schemes,13.5651,-1.12,69.17,137.47,1.45,Low,17072.86
149027,ITI Dynamic Bond Fund - Regular Plan - Annually IDCWOption,ITI Mutual Fund,Open Ended Schemes,12.848,-1.25,42.02,105.38,1.88,High,18646.44
149021,ITI Dynamic Bond Fund - Regular Plan - Growth Option,ITI Mutual Fund,Open Ended Schemes,12.8469,6.98,67.73,131.65,0.85,Very High,15068.28
149026,ITI Dynamic Bond Fund - Regular Plan - Half Yearly IDCW Option,ITI Mutual Fund,Open Ended Schemes,12.8507,25.09,51.64,125.19,0.34,High,16714.61
149022,ITI Dynamic Bond Fund - Regular Plan - Monthly IDCW Option,ITI Mutual Fund,Open Ended Schemes,10.0618,14.17,60.65,136.24,1.91,High,43943.68
149024,ITI Dynamic Bond Fund - Regular Plan - Quarterly IDCW Option,ITI Mutual Fund,Open Ended Schemes,12.8504,12.98,22.93,49.63,1.81,High,19911.22
120432,JM Dynamic Bond Fund (Direct) - Daily IDCW,JM Financial Mutual Fund,Open Ended Schemes,10.1095,21.3,12.08,66.57,1.86,Moderate,11545.16
120434,JM Dynamic Bond Fund (Direct) - IDCW,JM Financial Mutual Fund,Open Ended Schemes,46.5106,20.92,49.43,145.55,1.91,Low,12927.36
133414,JM Dynamic Bond Fund (Direct) - Monthly IDCW,JM Financial Mutual Fund,Open Ended Schemes,46.8672,-7.34,36.55,124.09,0.93,High,21704.0
120433,JM Dynamic Bond Fund (Direct) - Weekly IDCW,JM Financial Mutual Fund,Open Ended Schemes,10.5921,26.53,51.71,41.96,1.35,Low,12367.68
122323,JM Dynamic Bond Fund (Regular) - Bonus Option - Principal Units,JM Financial Mutual Fund,Open Ended Schemes,40.0725,11.13,32.76,78.42,2.21,Moderate,22640.69
105639,JM Dynamic Bond Fund (Regular) - Daily IDCW,JM Financial Mutual Fund,Open Ended Schemes,10.055,27.72,11.72,132.52,0.11,High,27376.37
101806,JM Dynamic Bond Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,43.1365,33.05,17.74,118.32,0.62,High,31402.39
133389,JM Dynamic Bond Fund (Regular) - Half Yearly Bonus Option - Principal Units,JM Financial Mutual Fund,Open Ended Schemes,40.4031,7.82,5.26,57.36,2.45,Moderate,17192.44
101805,JM Dynamic Bond Fund (Regular) - IDCW,JM Financial Mutual Fund,Open Ended Schemes,43.2718,13.92,54.27,76.73,0.26,High,13433.27
133390,JM Dynamic Bond Fund (Regular) - Monthly IDCW,JM Financial Mutual Fund,Open Ended Schemes,43.4771,33.85,53.47,64.45,0.16,High,8578.7
105637,JM Dynamic Bond Fund (Regular) - Weekly IDCW,JM Financial Mutual Fund,Open Ended Schemes,10.5826,20.01,46.48,30.26,0.65,Moderate,5288.73
101807,JM Dynamic Bond Fund (Regular)- Premium Plan IDCW,JM Financial Mutual Fund,Open Ended Schemes,10.2458,-3.1,65.15,117.0,0.36,Moderate,40405.15
122315,JM Dynamic Bond Fund - (Direct) - Bonus Option-Principal Units,JM Financial Mutual Fund,Open Ended Schemes,42.4963,8.67,5.15,71.07,0.23,Moderate,23359.67
120435,JM Dynamic Bond Fund - (Direct) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,46.2619,18.99,55.35,37.51,1.58,Low,22911.49
133388,JM Dynamic Bond Fund - (Direct) - Half Yearly Bonus Option - Principal Units,JM Financial Mutual Fund,Open Ended Schemes,42.9228,30.24,15.35,15.39,1.33,High,44706.6
105638,JM Dynamic Bond Fund - Premium Plan - Daily Dividend Option,JM Financial Mutual Fund,Open Ended Schemes,10.047,14.97,13.47,127.85,1.66,Low,46868.28
101808,JM Dynamic Bond Fund - Premium Plan - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,29.152,27.4,46.86,60.34,0.7,High,16306.75
119753,Kotak Dynamic Bond Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option,Kotak Mahindra Mutual Fund,Open Ended Schemes,15.1711,9.93,66.69,139.4,0.39,Moderate,32230.72
119755,Kotak Dynamic Bond Fund - Growth - Direct,Kotak Mahindra Mutual Fund,Open Ended Schemes,43.2281,13.27,9.15,73.63,2.32,Moderate,47921.11
117998,Kotak Dynamic Bond Fund Regular Plan - Standard Income Distribution cum capital withdrawal option,Kotak Mahindra Mutual Fund,Open Ended Schemes,14.8195,28.64,25.04,125.1,2.28,Moderate,20163.61
108511,Kotak Dynamic Bond Fund Regular Plan Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,39.3356,20.85,46.86,84.39,1.65,High,45430.37
144403,Mahindra Manulife Dynamic Bond Fund - Direct Plan - Growth,Mahindra Manulife Mutual Fund,Open Ended Schemes,16.3615,9.46,69.26,149.69,2.2,High,40359.62
144406,Mahindra Manulife Dynamic Bond Fund - Direct Plan - IDCW,Mahindra Manulife Mutual Fund,Open Ended Schemes,12.884,22.13,42.7,68.22,2.18,Moderate,26788.54
144404,Mahindra Manulife Dynamic Bond Fund - Direct Plan - Quarterly IDCW,Mahindra Manulife Mutual Fund,Open Ended Schemes,11.6474,21.29,42.08,12.43,1.96,Moderate,28944.9
144401,Mahindra Manulife Dynamic Bond Fund - Regular Plan - Growth,Mahindra Manulife Mutual Fund,Open Ended Schemes,14.9761,29.98,31.03,125.4,1.18,Very High,2744.45
144405,Mahindra Manulife Dynamic Bond Fund - Regular Plan - IDCW,Mahindra Manulife Mutual Fund,Open Ended Schemes,11.6068,21.63,35.8,108.27,0.72,Moderate,12489.4
144402,Mahindra Manulife Dynamic Bond Fund - Regular Plan - Quarterly IDCW,Mahindra Manulife Mutual Fund,Open Ended Schemes,10.46,2.71,5.65,131.42,1.19,High,18559.3
140769,Mirae Asset Dynamic Bond Fund -Direct Plan -Growth,Mirae Asset Mutual Fund,Open Ended Schemes,18.7641,0.06,50.46,77.81,0.41,Very High,38497.34
140770,Mirae Asset Dynamic Bond Fund Direct IDCW,Mirae Asset Mutual Fund,Open Ended Schemes,18.7412,26.52,51.53,107.37,0.42,Very High,47304.72
140772,Mirae Asset Dynamic Bond Fund Regular IDCW,Mirae Asset Mutual Fund,Open Ended Schemes,17.019,25.43,63.9,71.1,1.69,Low,41888.13
140771,Mirae Asset Dynamic Bond Fund-Regular Plan Growth,Mirae Asset Mutual Fund,Open Ended Schemes,17.0186,-6.84,52.63,24.95,0.36,Moderate,22018.74
118750,NIPPON INDIA DYNAMIC BOND FUND - Direct Plan - IDCW Option,Nippon India Mutual Fund,Open Ended Schemes,30.5036,2.63,59.9,81.58,2.31,High,23788.58
118749,NIPPON INDIA DYNAMIC BOND FUND - Direct Plan - QUARTERLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes,10.4184,-0.53,61.55,97.2,1.78,High,17816.42
118747,Nippon India Dynamic Bond Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,42.2209,-2.88,6.78,128.54,2.44,Moderate,33323.38
102851,NIPPON INDIA DYNAMIC BOND FUND - IDCW Option,Nippon India Mutual Fund,Open Ended Schemes,26.3669,5.65,73.76,22.13,2.1,Very High,20744.65
117974,NIPPON INDIA DYNAMIC BOND FUND - QUARTERLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes,10.3182,30.04,29.92,75.13,1.6,Low,8406.4
102849,Nippon India Dynamic Bond Fund-Growth Plan-Growth Option,Nippon India Mutual Fund,Open Ended Schemes,39.2002,-2.36,59.63,121.9,0.1,High,38623.38
120084,PGIM India Dynamic Bond Fund - Direct Plan-Growth Option,PGIM India Mutual Fund,Open Ended Schemes,3112.2961,-0.76,57.31,77.32,1.33,Moderate,1315.12
120085,PGIM India Dynamic Bond Fund - Direct Plan-Monthly Dividend Option,PGIM India Mutual Fund,Open Ended Schemes,1564.4811,13.1,35.63,136.01,1.32,Moderate,26145.88
120086,PGIM India Dynamic Bond Fund - Direct Plan-Quarterly Dividend Option,PGIM India Mutual Fund,Open Ended Schemes,1163.8961,4.32,11.48,147.78,1.77,Very High,37685.28
116483,PGIM India Dynamic Bond Fund - Dividend Option - Monthly,PGIM India Mutual Fund,Open Ended Schemes,1075.7507,13.06,54.37,107.4,2.34,Moderate,46498.6
116484,PGIM India Dynamic Bond Fund - Dividend Option - Quarterly,PGIM India Mutual Fund,Open Ended Schemes,1045.1129,32.97,13.09,38.56,0.5,High,11331.54
116485,PGIM India Dynamic Bond Fund - Growth Option,PGIM India Mutual Fund,Open Ended Schemes,2707.2694,30.17,28.52,65.24,2.23,High,31019.61
122260,PGIM India Dynamic Bond Fund-Bonus Option,PGIM India Mutual Fund,Open Ended Schemes,1631.8015,-7.81,60.09,138.8,1.04,Very High,42544.0
134494,Quantum Dynamic Term Fund - Direct Plan Growth Option,Quantum Mutual Fund,Open Ended Schemes,22.8251,11.99,22.71,32.58,0.38,High,35806.82
134493,Quantum Dynamic Term Fund - Direct Plan Monthly IDCW,Quantum Mutual Fund,Open Ended Schemes,10.4315,-7.64,66.33,24.5,1.85,High,11653.85
141061,Quantum Dynamic Term Fund - Regular Plan Growth Option,Quantum Mutual Fund,Open Ended Schemes,22.3518,-9.4,39.51,119.87,0.25,Moderate,15413.65
141060,Quantum Dynamic Term Fund - Regular Plan Monthly IDCW,Quantum Mutual Fund,Open Ended Schemes,10.489,4.42,56.87,108.45,0.55,Low,5941.85
119671,SBI Dynamic Bond Fund - DIRECT PLAN - Growth,SBI Mutual Fund,Open Ended Schemes,41.1017,26.78,14.59,117.32,2.05,Low,15077.57
119670,SBI Dynamic Bond Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,Open Ended Schemes,22.9578,17.81,32.89,16.64,1.01,Moderate,49239.1
102205,SBI Dynamic Bond Fund - REGULAR PLAN - Growth,SBI Mutual Fund,Open Ended Schemes,37.2882,-3.98,56.96,118.56,2.33,Low,10447.95
102206,SBI Dynamic Bond Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,Open Ended Schemes,19.5485,16.05,37.43,91.67,1.31,High,44835.84
119097,Tata Dynamic Bond Fund- Direct Plan-Growth Option,Tata Mutual Fund,Open Ended Schemes,38.2366,6.06,59.91,146.3,0.7,Very High,10873.49
101909,Tata Dynamic Bond Fund- Regular Plan - Growth Option,Tata Mutual Fund,Open Ended Schemes,34.9217,14.67,37.05,80.47,1.83,Very High,14195.38
101224,Tata Dynamic Bond Fund- Regular Plan - Payout of IDCW Option,Tata Mutual Fund,Open Ended Schemes,20.1116,22.4,21.65,66.63,0.56,Moderate,39209.61
119098,Tata Dynamic Bond- Direct Plan - Payout of IDCW Option,Tata Mutual Fund,Open Ended Schemes,22.6907,21.58,27.87,114.75,1.95,Low,4343.24
119311,Union Dynamic Bond Fund - Direct Plan - Growth Option,Union Mutual Fund,Open Ended Schemes,25.1638,18.77,23.1,150.0,0.94,Moderate,5032.05
119310,Union Dynamic Bond Fund - Direct Plan - IDCW Option,Union Mutual Fund,Open Ended Schemes,16.8555,1.4,19.11,79.73,0.94,High,33419.6
116555,Union Dynamic Bond Fund - Growth Option,Union Mutual Fund,Open Ended Schemes,23.7554,22.8,22.73,88.04,2.46,Very High,34057.01
116556,Union Dynamic Bond Fund - IDCW Option,Union Mutual Fund,Open Ended Schemes,15.8377,17.19,54.67,50.98,2.37,Moderate,49858.82
148118,UTI - Dynamic Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,1.3473,-4.06,29.03,99.19,0.73,Moderate,31244.18
148117,UTI - Dynamic Bond Fund (Segregated - 17022020) - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,1.2708,-3.01,49.64,91.93,1.91,High,24423.94
148125,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Direct Plan - Annual IDCW,UTI Mutual Fund,Open Ended Schemes,0.7238,15.51,65.23,88.55,2.32,Moderate,11820.02
148124,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Direct Plan - Flexi IDCW,UTI Mutual Fund,Open Ended Schemes,0.7329,-1.78,67.52,139.04,1.98,Low,44993.42
148120,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Direct Plan - Half-Yearly IDCW,UTI Mutual Fund,Open Ended Schemes,0.7258,0.81,53.03,81.05,2.35,Moderate,35392.27
148121,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Direct Plan - Quarterly IDCW,UTI Mutual Fund,Open Ended Schemes,1.0369,23.01,7.79,89.65,2.49,Moderate,10918.11
148122,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Regular Plan - Annual IDCW,UTI Mutual Fund,Open Ended Schemes,0.6989,28.94,27.76,31.36,1.72,Low,10230.82
148123,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Regular Plan - Flexi IDCW,UTI Mutual Fund,Open Ended Schemes,0.7036,33.61,19.92,86.97,0.83,Moderate,11722.32
148119,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Regular Plan - Half-Yearly IDCW,UTI Mutual Fund,Open Ended Schemes,0.6896,22.0,46.52,110.93,1.15,Moderate,40377.58
148126,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Regular Plan - Quarterly IDCW,UTI Mutual Fund,Open Ended Schemes,0.7527,-3.22,73.93,31.48,1.25,Very High,29299.4
135536,UTI Dynamic Bond Fund - Direct Plan - Annual IDCW,UTI Mutual Fund,Open Ended Schemes,15.0153,-3.85,64.29,26.76,2.09,High,22851.31
133180,UTI Dynamic Bond Fund - Direct Plan - Flexi IDCW,UTI Mutual Fund,Open Ended Schemes,17.7619,-1.54,22.75,136.12,2.48,Moderate,20462.61
120762,UTI Dynamic Bond Fund - Direct Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,35.3931,19.92,60.78,17.23,1.84,High,35334.25
